ID,RAM,HDD,SSD1,SSD2,OS,CHIPSET,SCREEN SIZE,RESOLUTION,GRAPHICS CARD,GPU MEMORY,PRICE
ThinkPad X1 EXTREME Gen2,64,0,256.00,1024.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,249921
ThinkPad X1 EXTREME Gen2,64,0,256.00,1024.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,252804
ThinkPad X1 EXTREME Gen2,64,0,256.00,1024.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,273612
ThinkPad X1 EXTREME Gen2,64,0,256.00,1024.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,244974
ThinkPad X1 EXTREME Gen2,64,0,256.00,1024.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,255021
ThinkPad X1 EXTREME Gen2,64,0,256.00,1024.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,257904
ThinkPad X1 EXTREME Gen2,64,0,256.00,1024.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,278712
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,269379
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,279426
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,282309
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,303117
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,274479
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,284526
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,287409
ThinkPad X1 EXTREME Gen2,64,0,256.00,2048.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,308217
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,234667
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,244714
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,247597
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,268405
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,239767
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,249814
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,252697
ThinkPad X1 EXTREME Gen2,64,0,512.00,0.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,273505
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,238137
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,248184
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,251067
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,271875
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,243237
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,253284
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,256167
ThinkPad X1 EXTREME Gen2,64,0,512.00,256.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,276975
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,243345
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,253392
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,256275
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,277083
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,248445
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,258492
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,261375
ThinkPad X1 EXTREME Gen2,64,0,512.00,512.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,282183
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,272850
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,282897
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,285780
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,306588
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,277950
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,287997
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,290880
ThinkPad X1 EXTREME Gen2,64,0,512.00,1024.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,311688
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,269379
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,279426
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,282309
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,303117
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,274479
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,284526
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,287409
ThinkPad X1 EXTREME Gen2,64,0,512.00,2048.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,308217
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,234667
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,244714
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,247597
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,268405
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,239767
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,249814
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,252697
ThinkPad X1 EXTREME Gen2,64,0,1024.00,0.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,273505
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,239874
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,249921
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,252804
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,273612
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,244974
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,255021
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,257904
ThinkPad X1 EXTREME Gen2,64,0,1024.00,256.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,278712
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,243344
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,253391
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,256274
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,277082
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,248444
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,258491
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,261374
ThinkPad X1 EXTREME Gen2,64,0,1024.00,512.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,282182
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,248552
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,258599
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,261482
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,282290
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,253652
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,263699
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,266582
ThinkPad X1 EXTREME Gen2,64,0,1024.00,1024.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,287390
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,278057
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,288104
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,290987
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,311795
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,283157
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,293204
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,296087
ThinkPad X1 EXTREME Gen2,64,0,1024.00,2048.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,316895
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,264172
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,274219
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,277102
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,297910
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,269272
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,279319
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,282202
ThinkPad X1 EXTREME Gen2,64,0,2048.00,0.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,303010
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,269379
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,279426
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,282309
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,303117
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,274479
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,284526
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,287409
ThinkPad X1 EXTREME Gen2,64,0,2048.00,256.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,308217
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,272849
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,282896
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,285779
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,306587
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,277949
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,287996
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,290879
ThinkPad X1 EXTREME Gen2,64,0,2048.00,512.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,311687
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,278057
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,288104
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,290987
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,311795
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,283157
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,293204
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,296087
ThinkPad X1 EXTREME Gen2,64,0,2048.00,1024.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,316895
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Home,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,307562
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Home,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,317609
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Home,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,320492
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Home,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,341300
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD,GTX 1650,4,312662
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD,GTX 1650,4,322709
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD,GTX 1650,4,325592
ThinkPad X1 EXTREME Gen2,64,0,2048.00,2048.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD,GTX 1650,4,346400
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,195056
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Home,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,205103
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Home,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,207986
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Home,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,228794
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,200156
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,210203
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,213086
ThinkPad X1 EXTREME Gen2,8,0,256.00,0.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,233894
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,200263
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Home,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,210310
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Home,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,213193
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Home,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,234001
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,205363
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,215410
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,218293
ThinkPad X1 EXTREME Gen2,8,0,256.00,256.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,239101
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,203733
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Home,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,213780
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Home,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,216663
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Home,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,237471
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,208833
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,218880
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,221763
ThinkPad X1 EXTREME Gen2,8,0,256.00,512.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,242571
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,208941
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Home,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,218988
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Home,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,221871
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Home,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,242679
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,214041
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,224088
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,226971
ThinkPad X1 EXTREME Gen2,8,0,256.00,1024.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,247779
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,238446
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Home,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,248493
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Home,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,251376
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Home,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,272184
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,243546
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,253593
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,256476
ThinkPad X1 EXTREME Gen2,8,0,256.00,2048.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,277284
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,203734
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Home,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,213781
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Home,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,216664
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Home,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,237472
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,208834
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,218881
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,221764
ThinkPad X1 EXTREME Gen2,8,0,512.00,0.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,242572
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,207204
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Home,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,217251
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Home,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,220134
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Home,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,240942
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Pro,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,212304
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Pro,Intel-i5-9-9400,15.6,FHD HDR,GTX 1650,4,222351
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Pro,Intel-i7-9-9750,15.6,FHD HDR,GTX 1650,4,225234
ThinkPad X1 EXTREME Gen2,8,0,512.00,256.00,Windows-Pro,Intel-i7-9-9850,15.6,FHD HDR,GTX 1650,4,246042
ThinkPad X1 EXTREME Gen2,8,0,512.00,512.00,Windows-Home,Intel-i5-9-9300,15.6,FHD HDR,GTX 1650,4,212412
